img_name,actor_name_Golem,actor_name_Satyr,actor_type_type1,actor_type_type2,actor_type_type3,actor_action_Attacking,actor_action_Taunt,actor_action_Walking,reactor_name_Golem,reactor_name_Satyr,reactor_type_type1,reactor_type_type2,reactor_type_type3,reactor_action_Attacking,reactor_action_Dying,reactor_action_Hurt,reactor_action_Idle
combination72_noise2,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
combination72_noise3,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
combination72_noise4,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
combination72_noise5,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
combination72_noise6,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
combination73_original,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0
combination73_horizontal,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0
combination73_rotation1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0
combination73_rotation2,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0
combination73_rotation3,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0
combination73_noise1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0
combination73_noise2,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0
combination73_noise3,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0
combination73_noise4,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0
combination73_noise5,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0
combination73_noise6,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0
combination74_original,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1
combination74_horizontal,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1
combination74_rotation1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1
combination74_rotation2,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1
combination74_rotation3,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1
combination74_noise1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1
combination74_noise2,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1
combination74_noise3,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1
combination74_noise4,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1
combination74_noise5,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1
combination74_noise6,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1
combination75_original,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0
combination75_horizontal,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0
combination75_rotation1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0
combination75_rotation2,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0
combination75_rotation3,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0
combination75_noise1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0
combination75_noise2,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0
combination75_noise3,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0
combination75_noise4,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0
combination75_noise5,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0
combination75_noise6,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0
combination76_original,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0
combination76_horizontal,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0
combination76_rotation1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0
combination76_rotation2,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0
combination76_rotation3,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0
combination76_noise1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0
combination76_noise2,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0
combination76_noise3,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0
combination76_noise4,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0
combination76_noise5,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0
combination76_noise6,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0
combination77_original,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0
combination77_horizontal,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0
combination77_rotation1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0
combination77_rotation2,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0
combination77_rotation3,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0
combination77_noise1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0
combination77_noise2,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0
combination77_noise3,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0
combination77_noise4,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0
combination77_noise5,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0
combination77_noise6,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0
combination78_original,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1
combination78_horizontal,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1
combination78_rotation1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1
combination78_rotation2,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1
combination78_rotation3,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1
combination78_noise1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1
combination78_noise2,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1
combination78_noise3,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1
combination78_noise4,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1
combination78_noise5,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1
combination78_noise6,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1
combination79_original,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0
combination79_horizontal,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0
combination79_rotation1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0
combination79_rotation2,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0
combination79_rotation3,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0
combination79_noise1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0
combination79_noise2,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0
combination79_noise3,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0
combination79_noise4,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0
combination79_noise5,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0
combination79_noise6,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0
combination80_original,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
combination80_horizontal,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
combination80_rotation1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
combination80_rotation2,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
combination80_rotation3,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
combination80_noise1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
combination80_noise2,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
combination80_noise3,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
combination80_noise4,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
combination80_noise5,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
combination80_noise6,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
combination81_original,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0
combination81_horizontal,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0
combination81_rotation1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0
combination81_rotation2,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0
combination81_rotation3,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0
combination81_noise1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0
combination81_noise2,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0
combination81_noise3,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0
combination81_noise4,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0
combination81_noise5,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0
combination81_noise6,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0
combination82_original,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
combination82_horizontal,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
combination82_rotation1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
combination82_rotation2,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
combination82_rotation3,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
combination82_noise1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
combination82_noise2,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
combination82_noise3,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
combination82_noise4,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
combination82_noise5,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
combination82_noise6,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
combination83_original,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0
combination83_horizontal,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0
combination83_rotation1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0
combination83_rotation2,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0
combination83_rotation3,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0
combination83_noise1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0
combination83_noise2,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0
combination83_noise3,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0
combination83_noise4,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0
combination83_noise5,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0
combination83_noise6,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0
combination84_original,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
combination84_horizontal,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
combination84_rotation1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
combination84_rotation2,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
combination84_rotation3,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
combination84_noise1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
combination84_noise2,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
combination84_noise3,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
combination84_noise4,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
combination84_noise5,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
combination84_noise6,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
combination85_original,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
combination85_horizontal,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
combination85_rotation1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
combination85_rotation2,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
combination85_rotation3,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
combination85_noise1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
combination85_noise2,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
combination85_noise3,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
combination85_noise4,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
combination85_noise5,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
combination85_noise6,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
combination86_original,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
combination86_horizontal,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
combination86_rotation1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
combination86_rotation2,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
combination86_rotation3,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
combination86_noise1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
combination86_noise2,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
combination86_noise3,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
combination86_noise4,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
combination86_noise5,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
combination86_noise6,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
combination87_original,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
combination87_horizontal,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
combination87_rotation1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
combination87_rotation2,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
combination87_rotation3,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
combination87_noise1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
combination87_noise2,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
combination87_noise3,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
combination87_noise4,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
combination87_noise5,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
combination87_noise6,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
combination88_original,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
combination88_horizontal,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
combination88_rotation1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
combination88_rotation2,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
combination88_rotation3,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
combination88_noise1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
combination88_noise2,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
combination88_noise3,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
combination88_noise4,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
combination88_noise5,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
combination88_noise6,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
combination89_original,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
combination89_horizontal,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
combination89_rotation1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
combination89_rotation2,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
combination89_rotation3,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
combination89_noise1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
combination89_noise2,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
combination89_noise3,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
combination89_noise4,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
combination89_noise5,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
combination89_noise6,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
combination90_original,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
combination90_horizontal,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
combination90_rotation1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
combination90_rotation2,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
combination90_rotation3,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
combination90_noise1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
combination90_noise2,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
combination90_noise3,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
combination90_noise4,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
combination90_noise5,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
combination90_noise6,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
combination91_original,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0
combination91_horizontal,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0
combination91_rotation1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0
combination91_rotation2,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0
combination91_rotation3,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0
combination91_noise1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0
combination91_noise2,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0
combination91_noise3,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0
combination91_noise4,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0
combination91_noise5,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0
combination91_noise6,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0
combination92_original,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
combination92_horizontal,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
combination92_rotation1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
combination92_rotation2,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
combination92_rotation3,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
combination92_noise1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
combination92_noise2,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
combination92_noise3,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
combination92_noise4,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
combination92_noise5,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
combination92_noise6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
combination93_original,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
combination93_horizontal,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
combination93_rotation1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
combination93_rotation2,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
combination93_rotation3,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
combination93_noise1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
combination93_noise2,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
combination93_noise3,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
combination93_noise4,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
combination93_noise5,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
combination93_noise6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
combination94_original,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
combination94_horizontal,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
combination94_rotation1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
combination94_rotation2,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
combination94_rotation3,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
combination94_noise1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
combination94_noise2,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
combination94_noise3,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
combination94_noise4,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
combination94_noise5,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
combination94_noise6,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
combination95_original,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
combination95_horizontal,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
combination95_rotation1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
combination95_rotation2,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
combination95_rotation3,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
combination95_noise1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
combination95_noise2,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
combination95_noise3,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
combination95_noise4,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
combination95_noise5,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
combination95_noise6,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
combination96_original,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
combination96_horizontal,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
combination96_rotation1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
combination96_rotation2,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
combination96_rotation3,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
combination96_noise1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
combination96_noise2,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
combination96_noise3,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
combination96_noise4,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
combination96_noise5,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
combination96_noise6,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
combination97_original,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
combination97_horizontal,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
combination97_rotation1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
combination97_rotation2,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
combination97_rotation3,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
combination97_noise1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
combination97_noise2,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
combination97_noise3,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
combination97_noise4,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
combination97_noise5,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
combination97_noise6,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
combination98_original,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
combination98_horizontal,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
combination98_rotation1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
combination98_rotation2,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
combination98_rotation3,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
combination98_noise1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
combination98_noise2,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
combination98_noise3,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
combination98_noise4,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
combination98_noise5,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
combination98_noise6,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
combination99_original,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0
combination99_horizontal,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0
combination99_rotation1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0
combination99_rotation2,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0
combination99_rotation3,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0
combination99_noise1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0
combination99_noise2,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0
combination99_noise3,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0
combination99_noise4,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0
combination99_noise5,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0
combination99_noise6,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0
combination100_original,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
combination100_horizontal,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
combination100_rotation1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
combination100_rotation2,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
combination100_rotation3,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
combination100_noise1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
combination100_noise2,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
combination100_noise3,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
combination100_noise4,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
combination100_noise5,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
combination100_noise6,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
combination101_original,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
combination101_horizontal,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
combination101_rotation1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
combination101_rotation2,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
combination101_rotation3,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
combination101_noise1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
combination101_noise2,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
combination101_noise3,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
combination101_noise4,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
combination101_noise5,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
combination101_noise6,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
combination102_original,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
combination102_horizontal,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
combination102_rotation1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
